"Freq","prot_class","tissue","prop"
1,"storage protein(PC00210)","Gonad",0.000240211386019697
26,"structural protein(PC00211)","Gonad",0.00624549603651213
10,"tight junction(PC00214)","Gonad",0.00240211386019697
1,"transaminase(PC00216)","Gonad",0.000240211386019697
17,"transcription cofactor(PC00217)","Gonad",0.00408359356233485
20,"transfer/carrier protein(PC00219)","Gonad",0.00480422772039395
34,"transferase(PC00220)","Gonad",0.00816718712466971
2,"translation elongation factor(PC00222)","Gonad",0.000480422772039395
7,"translation initiation factor(PC00224)","Gonad",0.00168147970213788
79,"transmembrane signal receptor(PC00197)","Gonad",0.0189766994955561
64,"transporter(PC00227)","Gonad",0.0153735287052606
13,"tubulin(PC00228)","Gonad",0.00312274801825607
2,"tyrosine protein kinase receptor(PC00233)","Gonad",0.000480422772039395
49,"ubiquitin-protein ligase(PC00234)","Gonad",0.0117703579149652
1064,"Unclassified","Gonad",0.255584914724958
9,"vesicle coat protein(PC00235)","Gonad",0.00216190247417728
57,"viral or transposable element protein(PC00237)","Gonad",0.0136920490031227
57,"voltage-gated ion channel(PC00241)","Gonad",0.0136920490031227
33,"winged helix/forkhead transcription factor(PC00246)","Gonad",0.00792697573865001
10,"zinc finger transcription factor(PC00244)","Gonad",0.00240211386019697
5,"actin binding motor protein(PC00040)","Liver",0.0139275766016713
12,"actin or actin-binding cytoskeletal protein(PC00041)","Liver",0.0334261838440111
1,"acyltransferase(PC00042)","Liver",0.00278551532033426
1,"basic helix-loop-helix transcription factor(PC00055)","Liver",0.00278551532033426
9,"C2H2 zinc finger transcription factor(PC00248)","Liver",0.0250696378830084
2,"C4 zinc finger nuclear receptor(PC00169)","Liver",0.00557103064066852
4,"cadherin(PC00057)","Liver",0.011142061281337
1,"calcium-binding protein(PC00060)","Liver",0.00278551532033426
1,"calmodulin-related(PC00061)","Liver",0.00278551532033426
8,"cell adhesion molecule(PC00069)","Liver",0.0222841225626741
2,"chaperone(PC00072)","Liver",0.00557103064066852
1,"chemokine(PC00074)","Liver",0.00278551532033426
2,"chromatin/chromatin-binding, or -regulatory protein(PC00077)","Liver",0.00557103064066852
1,"cysteine protease(PC00081)","Liver",0.00278551532033426
1,"damaged DNA-binding protein(PC00086)","Liver",0.00278551532033426
1,"deacetylase(PC00087)","Liver",0.00278551532033426
1,"deaminase(PC00088)","Liver",0.00278551532033426
2,"defense/immunity protein(PC00090)","Liver",0.00557103064066852
1,"dehydratase(PC00091)","Liver",0.00278551532033426
2,"dehydrogenase(PC00092)","Liver",0.00557103064066852
3,"DNA-binding transcription factor(PC00218)","Liver",0.00835654596100279
2,"DNA helicase(PC00011)","Liver",0.00557103064066852
3,"DNA metabolism protein(PC00009)","Liver",0.00835654596100279
2,"esterase(PC00097)","Liver",0.00557103064066852
1,"extracellular matrix glycoprotein(PC00100)","Liver",0.00278551532033426
4,"extracellular matrix protein(PC00102)","Liver",0.011142061281337
4,"extracellular matrix structural protein(PC00103)","Liver",0.011142061281337
7,"G-protein coupled receptor(PC00021)","Liver",0.0194986072423398
2,"general transcription factor(PC00259)","Liver",0.00557103064066852
1,"glucosidase(PC00108)","Liver",0.00278551532033426
1,"glycosidase(PC00110)","Liver",0.00278551532033426
3,"glycosyltransferase(PC00111)","Liver",0.00835654596100279
1,"growth factor(PC00112)","Liver",0.00278551532033426
1,"GTPase-activating protein(PC00257)","Liver",0.00278551532033426
3,"guanyl-nucleotide exchange factor(PC00113)","Liver",0.00835654596100279
2,"HMG box transcription factor(PC00024)","Liver",0.00557103064066852
2,"homeodomain transcription factor(PC00119)","Liver",0.00557103064066852
1,"hydrolase(PC00121)","Liver",0.00278551532033426
3,"immunoglobulin receptor superfamily(PC00124)","Liver",0.00835654596100279
1,"immunoglobulin superfamily cell adhesion molecule(PC00125)","Liver",0.00278551532033426
2,"immunoglobulin(PC00123)","Liver",0.00557103064066852
2,"intercellular signal molecule(PC00207)","Liver",0.00557103064066852
1,"intermediate filament binding protein(PC00130)","Liver",0.00278551532033426
2,"intermediate filament(PC00129)","Liver",0.00557103064066852
9,"ion channel(PC00133)","Liver",0.0250696378830084
3,"kinase(PC00137)","Liver",0.00835654596100279
1,"Lambda repressor-like transcription factor(PC00245)","Liver",0.00278551532033426
4,"ligand-gated ion channel(PC00141)","Liver",0.011142061281337
1,"ligase(PC00142)","Liver",0.00278551532033426
1,"major histocompatibility complex protein(PC00149)","Liver",0.00278551532033426
1,"membrane-bound signaling molecule(PC00152)","Liver",0.00278551532033426
1,"membrane traffic protein(PC00150)","Liver",0.00278551532033426
11,"membrane trafficking regulatory protein(PC00151)","Liver",0.0306406685236769
4,"metalloprotease(PC00153)","Liver",0.011142061281337
1,"microtubule binding motor protein(PC00156)","Liver",0.00278551532033426
3,"non-motor actin binding protein(PC00165)","Liver",0.00835654596100279
2,"non-motor microtubule binding protein(PC00166)","Liver",0.00557103064066852
8,"non-receptor serine/threonine protein kinase(PC00167)","Liver",0.0222841225626741
1,"oxidase(PC00175)","Liver",0.00278551532033426
1,"oxygenase(PC00177)","Liver",0.00278551532033426
2,"peroxidase(PC00180)","Liver",0.00557103064066852
1,"phosphatase modulator(PC00184)","Liver",0.00278551532033426
2,"phosphatase(PC00181)","Liver",0.00557103064066852
2,"phospholipase(PC00186)","Liver",0.00557103064066852
3,"primary active transporter(PC00068)","Liver",0.00835654596100279
1,"protease inhibitor(PC00191)","Liver",0.00278551532033426
2,"protease(PC00190)","Liver",0.00557103064066852
1,"protein modifying enzyme(PC00260)","Liver",0.00278551532033426
2,"protein phosphatase(PC00195)","Liver",0.00557103064066852
4,"reductase(PC00198)","Liver",0.011142061281337
1,"ribosomal protein(PC00202)","Liver",0.00278551532033426
1,"RNA helicase(PC00032)","Liver",0.00278551532033426
3,"RNA metabolism protein(PC00031)","Liver",0.00835654596100279
1,"RNA processing factor(PC00147)","Liver",0.00278551532033426
1,"Runt transcription factor(PC00254)","Liver",0.00278551532033426
15,"scaffold/adaptor protein(PC00226)","Liver",0.0417827298050139
6,"secondary carrier transporter(PC00258)","Liver",0.0167130919220056
9,"serine protease(PC00203)","Liver",0.0250696378830084
2,"small GTPase(PC00208)","Liver",0.00557103064066852
1,"SNARE protein(PC00034)","Liver",0.00278551532033426
5,"storage protein(PC00210)","Liver",0.0139275766016713
4,"structural protein(PC00211)","Liver",0.011142061281337
1,"tight junction(PC00214)","Liver",0.00278551532033426
1,"transaminase(PC00216)","Liver",0.00278551532033426
3,"transcription cofactor(PC00217)","Liver",0.00835654596100279
3,"transfer/carrier protein(PC00219)","Liver",0.00835654596100279
3,"transferase(PC00220)","Liver",0.00835654596100279
1,"translation initiation factor(PC00224)","Liver",0.00278551532033426
7,"transmembrane signal receptor(PC00197)","Liver",0.0194986072423398
7,"transporter(PC00227)","Liver",0.0194986072423398
8,"ubiquitin-protein ligase(PC00234)","Liver",0.0222841225626741
71,"Unclassified","Liver",0.197771587743733
3,"vesicle coat protein(PC00235)","Liver",0.00835654596100279
3,"viral or transposable element protein(PC00237)","Liver",0.00835654596100279
10,"voltage-gated ion channel(PC00241)","Liver",0.0278551532033426
5,"winged helix/forkhead transcription factor(PC00246)","Liver",0.0139275766016713
